,occasion,name,avg review,review count,neighborhood,address,cuisines,cost for 2,Lat,Lng,Google Addresses,Postal Codes
1249,CASUAL DINING,Locale,3.8,38,"Keele Street, King City","12981 Keele Street, King City","Italian, Canadian",60,43.9282884,-79.5278256,"12981 Keele St, King City, ON L7B 1G2, Canada",L7B
1250,QUICK BITES,Sultan of Samosas,4.0,53,"Church Street South, Bermondsey","1677 O'Connor Drive, Toronto","Fast Food, Indian",20,43.7188313,-79.3039939,"1677 O'Connor Dr, North York, ON M4A 1W5, Canada",M4A
1251,CASUAL DINING,Avenue Diner,3.9,64,"Davenport Road, The Annex",222 Davenport Road,Diner,35,43.6747594,-79.39691189999999,"222 Davenport Rd, Toronto, ON M5R 1J6, Canada",M5R
1252,CASUAL DINING,Chew Chew's Diner,4.1,56,"Carlton Street, Cabbagetown","186 Carlton Street, Toronto M5A 2K3","Burger, Diner",40,43.6634772,-79.37228010000001,"186 Carlton St, Toronto, ON M5A 2K3, Canada",M5A
1253,CASUAL DINING,Paradise Fine Chinese Dining,3.8,44,"Ravel Road, North York","Finch & Leslie Square, 5505 Leslie Street, North York M2H 3N6","Dim Sum, Cantonese, Chinese, Asian",50,43.7912105,-79.367755,"5505 Leslie St, North York, ON M2H 3N6, Canada",M2H
1254,CASUAL DINING,A1 Autostrada,3.4,61,"Rutherford Road, Vaughan","3255 Rutherford Road, Vaughan",Italian,50,43.82858,-79.54094769999999,"3255 Rutherford Rd, Concord, ON L4K 5Y5, Canada",L4K
1255,CASUAL DINING,Jackpot Chicken Rice,2.8,17,"Spadina Avenue, Kensington-Chinatown","318 Spadina Avenue, Toronto M5T 2E7","Chinese, Singaporean",25,43.6536138,-79.398664,"318 Spadina Ave, Toronto, ON M5T 2E7, Canada",M5T
1256,QUICK BITES,OBQ Burgers,4.0,47,"Brown's Line, Etobicoke","602 Brown's Line, Etobicoke M8W 3V5","Burger, Grill, Fish and Chips",20,43.6052082,-79.5471628,"602 Brown's Line, Etobicoke, ON M8W 3V5, Canada",M8W
1257,BAR,Tequila Bookworm,3.5,51,"Queen Street West, Kensington-Chinatown","512 Queen Street West, Toronto","Canadian, Fast Food",40,43.64782340000001,-79.4016051,"512 Queen St W, Toronto, ON M5V 2B7, Canada",M5V
1258,CASUAL DINING,North Of Bombay,3.6,53,"Dundas Street West, The Junction","2996 Dundas Street West, Toronto M6P 1Z3",Indian,40,43.6657603,-79.4693558,"2996 Dundas St W, Toronto, ON M6P 1Z3, Canada",M6P
1259,CASUAL DINING,Golden House,4.2,41,"Ellesmere Road, Scarborough","257 Ellesmere Road, Scarborough M1R 4E4",Thai,30,43.760434,-79.3018685,"257 Ellesmere Rd, Scarborough, ON M1R 4E4, Canada",M1R
1260,BAR,Foggy Dew Irish Pub,3.8,67,Niagara,"803 King Street West, Toronto M5V","Bar Food, Irish",50,43.64284809999999,-79.407235,"803 King St W, Toronto, ON M5V 1N4, Canada",M5V
1261,CASUAL DINING,Amadeu's,3.5,49,"Augusta Avenue, Kensington-Chinatown","184 Augusta Avenue, Toronto M5T2L6",Portuguese,70,43.6540366,-79.4020266,"184 Augusta Ave, Toronto, ON M5T 2L6, Canada",M5T
1262,BAR,Wegz,3.6,59,"Rutherford Road, Vaughan","2601 Rutherford Road, Vaughan",Bar Food,65,43.8332249,-79.5213697,"2601 Rutherford Rd, Concord, ON L4K 2N6, Canada",L4K
1263,CASUAL DINING,Hooters,3.1,67,"Adelaide Street West, Entertainment District","280 Adelaide Street West, Toronto M5V 1P6","American, Bar Food",70,43.64797550000001,-79.3905054,"280 Adelaide St W, Toronto, ON M5V 1P6, Canada",M5V
1264,CASUAL DINING,Aris Place,4.0,60,"Roncesvalles Avenue, Roncesvalles Village","229 Roncesvalles Avenue, Toronto","Diner, Breakfast",40,43.6460417,-79.4487887,"229 Roncesvalles Ave, Toronto, ON M6R 2L6, Canada",M6R
1265,CASUAL DINING,Torch Sushi & Bento,3.8,46,"Dundas Street West, Discovery District","187 Dundas Street West, Toronto M5G 1C7","Sushi, Japanese, Asian",45,43.6549808,-79.386619,"187 Dundas St W, Toronto, ON M5G 1C7, Canada",M5G
1266,CASUAL DINING,Chiu Chow Boy,3.7,47,"Kennedy Road, Scarborough","3261 Kennedy Road, Scarborough M1V 4Y1","Cantonese, Chinese",40,43.8174023,-79.30299990000002,"3261 Kennedy Rd, Scarborough, ON M1V 4Y1, Canada",M1V
1267,FOOD COURT,Bombay Chaat,3.4,10,"Shepard Avenue, Mississauga","Newin Centre, Food Court, 2580 Shepard Avenue, Mississauga L5A 4K3",Indian,15,43.5804244,-79.61456919999999,"2580 Shepard Ave, Mississauga, ON L5A 4E1, Canada",L5A
1268,CASUAL DINING,Green Basil,3.9,56,"Queen Street East, The Beaches","2120 Queen Street East, Toronto M4E 1E2",Thai,40,43.6713522,-79.29470440000001,"2120 Queen St E, Toronto, ON M4E 1E3, Canada",M4E
1269,CAFÉ,Bread & Roses,3.9,55,"Bloor Street West, Bloor West Village","2232 Bloor Street West, Toronto","Bakery, Cafe",20,43.6512819,-79.4768455,"2232 Bloor St W, Toronto, ON M6S 1N6, Canada",M6S
1270,CASUAL DINING,Melanie's Bistro,4.1,60,"Danforth Avenue, East Danforth","1870 Danforth Avenue, Toronto M4C 1J4",Grill,60,43.68491849999999,-79.3172223,"1870 Danforth Ave, Toronto, ON M4C 1J4, Canada",M4C
1271,CASUAL DINING,Taste of Instanbul,3.9,46,"Steeles Avenue West, Vaughan","2100 Steeles Avenue West, Vaughan L4K 3E5","Turkish, Middle Eastern",35,43.7832664,-79.4897663,"2100 Steeles Ave W, Concord, ON L4K 2V1, Canada",L4K
1272,CASUAL DINING,Phoenix Pan Asian Cuisine,3.9,37,"Kingston Road, Scarborough","3730 Kingston Road, Unit 2, Scarborough M1J 3H3",Hakka Chinese,30,43.7462515,-79.2099108,"2-3730 Kingston Rd, Scarborough, ON M1J 3H3, Canada",M1J
1273,CASUAL DINING,The Jason George,4.0,59,"Front Street East, St. Lawrence","100 Front Street East, Toronto M5A1E1",Bar Food,55,43.64981700000001,-79.3711727,"100 Front St E, Toronto, ON M5A 1E1, Canada",M5A
1274,CASUAL DINING,The Stone Lion,3.1,65,"Queen Street East, The Beaches","1958 Queen Street East, Toronto M4L 1H6","British, Burger, Seafood",65,43.669709,-79.3024751,"1958 Queen St E, Toronto, ON M4L 1H6, Canada",M4L
1275,BAR,Jazz Bistro,3.7,34,Garden District,"251 Victoria Street, Toronto M5B 1T8","Canadian, Grill",70,43.6557819,-79.3790471,"251 Victoria St, Toronto, ON M5B 1T8, Canada",M5B
1276,CASUAL DINING,Sushi-Ya,3.8,40,"Main Street East, Milton","8 Martin Street, Milton","Sushi, Japanese, Korean, Asian",35,43.5135616,-79.8833531,"8 Martin St, Milton, ON L9T 2P9, Canada",L9T
1277,CASUAL DINING,Spicy Dragon,4.1,47,"1060 Kennedy, Scarborough",1060 Kennedy Road M1P,"Hakka Chinese, Cantonese",25,43.7488671,-79.2754683,"1060 Kennedy Rd, Scarborough, ON M1P 2K7, Canada",M1P
1278,QUICK BITES,On The Bun Burgers,3.7,51,"Maingate Drive, Mississauga","5030 Maingate Drive, Unit 14, Mississauga L4W 1N5","Burger, Fast Food",20,43.6297366,-79.6280594,"14-5030 Maingate Dr, Mississauga, ON L4W 1X5, Canada",L4W
1279,CASUAL DINING,Pho Peter,4.0,44,"61 Kennedy Rd North, Brampton","Rosedale Plaza, 65 Kennedy Road North, Brampton","Vietnamese, Asian",25,43.696843,-79.751655,"45 Kennedy Rd N, Brampton, ON L6V 1X6, Canada",L6V
1280,CASUAL DINING,Markham Sushi,3.6,50,"Wootten Way North, Markham","17 Wootten Way North, Markham L3P 2Y2","Japanese, Sushi",45,43.8786524,-79.24280000000002,"17 Wootten Way N, Markham, ON L3P 3L8, Canada",L3P
1281,CASUAL DINING,Sambucas On Church,3.6,54,"Church Street, Church And Wellesley","489 Church Street, Toronto M4Y2C6",Italian,50,43.665131,-79.3803227,"489 Church St, Toronto, ON M4Y 2C6, Canada",M4Y
1282,CASUAL DINING,Peking Man Restaurant,3.4,41,"Sheppard Avenue East, North York","1108 Sheppard Avenue East, North York M2K 2V9","Chinese, Asian",30,43.771233,-79.369472,"1108 Sheppard Ave E, North York, ON M2K 2V9, Canada",M2K
1283,CASUAL DINING,Portabello's,3.5,50,"Derry Road, Milton","10220 Derry Road, Milton","Italian, Pizza",50,43.5281393,-79.8373337,"10220 Derry Rd, Milton, ON L9T 7J3, Canada",L9T
1284,CASUAL DINING,Meron To Go,4.1,54,"Disera Drive, Thornhill","SmartCentres Thornhill, 11 Disera Drive, Thornhill L4J 0G1",Lebanese,30,43.8113445,-79.4534638,"700 Centre St, Thornhill, ON L4J 0A7, Canada",L4J
1285,CASUAL DINING,Plank Restobar,3.8,49,"Bronte Road, Oakville",67 Bronte Road L6L 3B7,Tapas,40,43.3941598,-79.7102901,"67 Bronte Rd, Oakville, ON L6L 3B7, Canada",L6L
1286,CAFÉ,One Hour,3.3,32,"Spadina Avenue, Kensington-Chinatown","435 Spadina Avenue, Toronto M5T 2G6",Cafe,35,43.6574135,-79.39935659999999,"435 Spadina Ave, Toronto, ON M5T 2G6, Canada",M5T
1287,CASUAL DINING,Joe Mamas,3.4,59,"King Street West, Entertainment District","317 King Street West, Toronto M5V 1J5","American, Steak",60,43.6462636,-79.39062720000001,"317 King St W, Toronto, ON M5V 1J5, Canada",M5V
1288,CASUAL DINING,Bong Lua,3.9,28,"Birchmount Road, Scarborough","Huntingwood Square, 2572 Birchmount Road, Scarborough M1T 2M5","Vietnamese, Asian",35,43.7895685,-79.3025887,"2572 Birchmount Rd, Scarborough, ON M1T 2M5, Canada",M1T
1289,CASUAL DINING,Oshima Sushi,3.5,46,"Main Street East, Milton","395 Main Street East, Milton","Sushi, Japanese, Asian",30,43.51728809999999,-79.8791603,"395 Main St E, Milton, ON L9T 1P7, Canada",L9T
1290,QUICK BITES,Silver Spoon,3.0,40,"Sheppard Avenue East, Scarborough","4800 Sheppard Avenue E, Scarborough M1S 4N5","Pakistani, Indian",20,43.7916879,-79.2518987,"sheppard mall, 4800 Sheppard Ave E, Scarborough, ON M1S 4N5, Canada",M1S
1291,BAKERY,For the Love of Cake,4.0,47,"East Liberty Street, Liberty Village","171 East Liberty Street, Unit 117, Toronto M6K 3P6","Bakery, Desserts",15,43.6381221,-79.41815609999999,"117-171 E Liberty St, Toronto, ON M6K 3P6, Canada",M6K
1292,CASUAL DINING,Shore Grill & Grotto,3.6,44,"Lakeshore Road East, Mississauga","71 Lakeshore Road East, Mississauga L5G 1C9",Grill,85,43.5525183,-79.5843332,"71 Lakeshore Rd E, Mississauga, ON L5G 1C9, Canada",L5G
1293,BAR,The Lockhart,3.1,17,"Dundas Street West, Beaconsfield Village","1479 Dundas Street West, Toronto M6J 1Y8","Tapas, Bar Food",70,43.6495346,-79.4311695,"1479 Dundas St W, Toronto, ON M6J 1Y8, Canada",M6J
1294,QUICK BITES,Pomodoro Italian Kitchen,4.0,48,"County Ct Blvd, Brampton","200 County Court Boulevard, Brampton L6W 4K7","Italian, Pizza",30,43.6588107,-79.7221094,"200 County Ct Blvd, Brampton, ON L6W 4L2, Canada",L6W
1295,CASUAL DINING,Big Butcher Barbeque,3.8,42,"Kipling Avenue, Etobicoke","843 Kipling Avenue, Etobicoke M8Z 5G9","Burger, Grill",30,43.63354890000001,-79.531408,"843 Kipling Ave, Etobicoke, ON M8Z 2T4, Canada",M8Z
1296,CASUAL DINING,Freshly Thai,3.5,49,"Queen Street West, Brampton","48 Queen Street West, Brampton L6X 1A1","Thai, Asian",35,43.6853328,-79.76095029999999,"48 Queen St W, Brampton, ON L6X 1R2, Canada",L6X
1297,CASUAL DINING,Good Bite,3.9,52,"Yonge Street, Yonge & Eglinton","2463 Yonge Street, Toronto M4P 2H6",American,30,43.711474,-79.39904179999999,"2463 Yonge St, Toronto, ON M4P 2H6, Canada",M4P
1298,CASUAL DINING,Sarah's Cafe & Bar,3.1,62,"1428 Danforth Av, East Danforth","1426 Danforth Avenue, Toronto M4J 1N4",Canadian,55,43.6827748,-79.32706929999999,"1426 Danforth Ave, Toronto, ON M4J 4R3, Canada",M4J
1299,CASUAL DINING,Bombay Palace,3.6,62,"Jarvis Street, St. Lawrence","71 Jarvis Street, Toronto M5C 2H2",Indian,60,43.6511816,-79.37192890000001,"71 Jarvis St, Toronto, ON M5C 2H2, Canada",M5C
1300,BAKERY,Francesca Bakery,4.1,44,"Mccowan Road, Scarborough","2 Invergordon Avenue, Scarborough M1S 2Y8","Bakery, Deli, Cafe",20,43.7878188,-79.2566999,"2 Invergordon Ave, Scarborough, ON M1S 2Y8, Canada",M1S
1301,CASUAL DINING,Hakka Wow,3.6,30,"Gerrard Street East, Leslieville",1433 Gerrard Street East M4L 1Z7,Hakka Chinese,35,43.672085,-79.3220862,"1433 Gerrard St E, Toronto, ON M4L 1Z7, Canada",M4L
1302,CAFÉ,Saving Gigi,3.5,44,"Bloor Street West, Christie Pits","859 Bloor Street West, Toronto M6G 1M4",Cafe,25,43.6620964,-79.4245056,"859 Bloor St W, Toronto, ON M6G 3R4, Canada",M6G
1303,CASUAL DINING,Sushi California,3.6,45,"Saint Clair Avenue West, Earlscourt","1238 St. Clair Avenue West, Toronto M6E 1B7",Sushi,45,43.6776502,-79.4456682,"1238 St Clair Ave W, Toronto, ON M6E 1B7, Canada",M6E
1304,CASUAL DINING,The Purple Onion,3.8,64,"Dundas Street West, The Junction","2998 Dundas Street West, Toronto M6P 1Z3",Diner,30,43.6655814,-79.4694409,"2998 Dundas St W, Toronto, ON M6P 1Z3, Canada",M6P
1305,CASUAL DINING,Supermarket,3.8,65,"Augusta Avenue, Kensington-Chinatown","268 Augusta Avenue, Toronto","Bar Food, Asian Fusion",60,43.6565869,-79.40310579999999,"268 Augusta Ave, Toronto, ON M5T 2L9, Canada",M5T
1306,CASUAL DINING,Sushi Time,3.3,61,"Queen Street West, Entertainment District","325 Queen Street West, Toronto M5V 2A4","Sushi, Japanese, Asian",40,43.64948769999999,-79.3917486,"325 Queen St W, Toronto, ON M5V 2A4, Canada",M5V
1307,CASUAL DINING,Prop Cafe,3.6,66,"Saint Clair Avenue West, Forest Hill","770 St. Clair Avenue West, Toronto",Italian,60,43.6812824,-79.4287282,"770 St Clair Ave W, Toronto, ON M6C 1B5, Canada",M6C
1308,CASUAL DINING,Kaga By Ginza,3.7,37,"Finch Avenue East, North York","652 Finch Avenue East, North York M2K 2E6","Japanese, Asian",30,43.7875114,-79.380901,"652 Finch Ave E, North York, ON M2K 2E6, Canada",M2K
1309,CASUAL DINING,Green Bamboo Casserole Rice,3.6,46,"Sheppard Avenue East, Scarborough","Midtown Plaza, 4221 Sheppard Avenue East, Scarborough M1S 5H5",Chinese,40,43.7849394,-79.27808999999999,"4211 Sheppard Ave E, Scarborough, ON M1S 5H5, Canada",M1S
1310,CASUAL DINING,Liberty Burgers & Wings,3.9,54,"Main Street North, Markham","144 Main Street, Markham L3P 5T3","American, Burger",50,43.8792378,-79.26144959999999,"144 Main St N, Markham, ON L3P 5T3, Canada",L3P
1311,FINE DINING,Culinaria Restaurant,3.9,49,Mississauga,"5732 Kennedy Road, Mississauga L4Z 1T1","American, Steak",110,43.6303191,-79.6620954,"5732 Kennedy Rd, Mississauga, ON L4Z 1T1, Canada",L4Z
1312,DESSERT PARLOR,The Tempered Room,3.9,21,"Queen Street West, Parkdale","1374 Queen Street West, Toronto M6K 1L7","Desserts, Cafe, Patisserie",30,43.6414352,-79.43315969999999,"1374 Queen St W, Toronto, ON M6K 1L7, Canada",M6K
1313,CASUAL DINING,Pancho Y Emiliano,3.6,47,"Augusta Avenue, Kensington-Chinatown","200 Augusta Avenue, Toronto M5T 2L6",Mexican,40,43.6543909,-79.4022305,"200 Augusta Ave, Toronto, ON M5T 2L6, Canada",M5T
1314,CASUAL DINING,Ufficio,3.4,16,"Dundas Street West, Dufferin Grove","1214 Dundas Street West, Toronto",Mediterranean,110,43.64948709999999,-79.42305370000001,"1214 Dundas St W, Toronto, ON M6J 3B1, Canada",M6J
1315,CASUAL DINING,OCHO - Hotel OCHO,3.8,37,"Spadina Avenue, Grange Park","195 Spadina Avenue, Toronto M5T 2C5",Canadian,65,43.6499842,-79.3965444,"195 Spadina Ave, Toronto, ON M5T 2C5, Canada",M5T
1316,CASUAL DINING,Oro Restaurant,3.7,57,"Elm Street, Downtown Yonge","45 Elm Street, Toronto M5G 1H1",Italian,80,43.6571288,-79.3837317,"45 Elm St, Toronto, ON M5G 1H1, Canada",M5G
1317,QUICK BITES,Bar Burrito,3.8,53,Mississauga,"40 Bristol Road, Mississauga",Tex-Mex,25,43.6137412,-79.66183219999999,"40 Bristol Rd E, Mississauga, ON L4Z 3K8, Canada",L4Z
1318,CASUAL DINING,Heritage Fish & Chips,4.1,61,Brampton,"295 Queen Street East, Brampton L6W 3R1",Fish and Chips,30,43.7028646,-79.73794459999999,"295 Queen St E, Brampton, ON L6W 4S6, Canada",L6W
1320,DESSERT PARLOR,Dessert Kitchen,3.1,30,"Highway 7, Markham","3623 Hwy 7 E, Unit 106, Markham L3R 8X6",Desserts,20,43.85346190000001,-79.3369183,"106-3623 Hwy 7, Markham, ON L3R 8X6, Canada",L3R
1321,CASUAL DINING,The Raging Olive,3.8,51,Burlington,"3537 Fairview Street, Burlington L7N2R4","Middle Eastern, Mediterranean",80,43.3600188,-79.7804629,"3537 Fairview St, Burlington, ON L7N 2R4, Canada",L7N
1322,CASUAL DINING,Mad Mexican,3.2,44,"Jane Street, Runnymede","405 Jane Street, Toronto M6S 3Z6",Mexican,35,43.65866159999999,-79.4878946,"405 Jane St, Toronto, ON M6S 3Z6, Canada",M6S
1323,CASUAL DINING,Sushi On Roncy,3.9,46,"282 Roncesvalles Av, Roncesvalles Village","293 Roncesvalles Avenue, Toronto M6R 2M3","Sushi, Japanese, Asian",50,43.6478044,-79.44947049999999,"293 Roncesvalles Ave, Toronto, ON M6R 2M3, Canada",M6R
1324,BAR,Hoops Sports Bar & Grill,2.2,64,"Lower Simcoe Street, Entertainment District","125 Bremner Boulevard, Toronto M5J 3A8","Bar Food, Burger",65,43.642256,-79.3830636,"125 Bremner Blvd, Toronto, ON M5J 3A8, Canada",M5J
1325,CASUAL DINING,Skyview Fusion Cuisine,3.6,28,"Woodbine Avenue, Markham","8261 Woodbine Avenue, Markham L3R 8Z5","Dim Sum, Cantonese, Chinese, Asian",40,43.8426213,-79.35618,"8261 Woodbine Ave, Markham, ON L3R, Canada",L3R
1326,CASUAL DINING,Archeo,3.7,52,"Tank House Lane, Distillery District","31, Trinity Street, Distillery District, Toronto M5A 3C4",Italian,95,43.6506698,-79.35953719999999,"31 Trinity St, Toronto, ON M5A 3C4, Canada",M5A
1327,CASUAL DINING,Cantine,3.7,54,"Avenue Road, The Annex","138 Avenue Road, Toronto M5R 2H6",Italian,80,43.6742816,-79.39664719999999,"138 Avenue Rd, Toronto, ON M5R 2H6, Canada",M5R
1328,CASUAL DINING,Sambuca Grill,3.9,43,"Baldwin Street, Grange Park","21 Baldwin Street, Toronto M5T1L1",Italian,50,43.6559234,-79.3929355,"21 Baldwin St, Toronto, ON M5T 1L1, Canada",M5T
1329,CASUAL DINING,Malinee's Thai House,3.7,31,Oshawa,"300 Taunton Rd East, Oshawa",Thai,25,43.9359162,-78.8683424,"300 Taunton Rd E, Oshawa, ON L1H 7K4, Canada",L1H
1330,CASUAL DINING,Pho Phuong,3.9,54,"Dundas Street West, Brockton Village","1603 Dundas Street West, Toronto","Vietnamese, Asian",25,43.6496743,-79.4351157,"1603 Dundas St W, Toronto, ON M6K 1T9, Canada",M6K
1331,CASUAL DINING,Spacco Restaurant and Bar,3.7,54,"Yonge Street, Yonge & Eglinton","2415 Yonge Street, Toronto M4P 2E7",Italian,70,43.7105549,-79.3988001,"2415 Yonge St, Toronto, ON M4P 2E7, Canada",M4P
1332,CASUAL DINING,Bapbo,3.5,31,"Dundas Street West, Discovery District","142 Dundas Street West, Toronto M6G1C3","Korean, Japanese",45,43.6555727,-79.3849431,"142 Dundas St W, Toronto, ON M5G 1C3, Canada",M5G
1333,CASUAL DINING,Loka,3.6,17,"Queen Street West, Kensington-Chinatown",620 Queen Street West,"Pacific Northwest, Tapas",60,43.647073,-79.4054383,"620 Queen St W, Toronto, ON M6J 1E4, Canada",M6J
1334,CAFÉ,La Merceria,3.9,33,"Adelaide Street West, Fashion District","506 Adelaide Street West, Toronto M5V 1T5","Cafe, Argentine",15,43.6457921,-79.4008305,"506 Adelaide St W, Toronto, ON M5V 1T5, Canada",M5V
1335,CASUAL DINING,Universal Grill,4.0,50,Christie Pits,"1071 Shaw Street, Toronto M6G 3N4",Grill,85,43.6705041,-79.4263229,"1071 Shaw St, Toronto, ON M6G 3N4, Canada",M6G
1336,CASUAL DINING,Rio 40°,3.8,42,"Saint Clair Avenue West, Earlscourt","1256 St. Clair Avenue West, Toronto","Brazilian, Latin American",60,43.6774525,-79.4464745,"1256 St Clair Ave W, Toronto, ON M6E 1B9, Canada",M6E
1337,CASUAL DINING,Doma,3.3,10,"Clinton Street, Little Italy","50 Clinton Street, Toronto M6G 2Y3",French,60,43.6554824,-79.41426969999999,"50 Clinton St, Toronto, ON M6G 2Y3, Canada",M6G
1338,QUICK BITES,Flock,3.4,21,"Adelaide Street West, Entertainment District","330 Adelaide Street West, Toronto M5V 1R4","Healthy Food, Grill",25,43.6475341,-79.392375,"330 Adelaide St W, Toronto, ON M5V, Canada",M5V
1339,CASUAL DINING,Giancarlo Trattoria,3.8,53,"Clinton Street, Little Italy","41 Clinton Street, Toronto M6J",Italian,90,43.6550113,-79.4136393,"41 Clinton St, Toronto, ON M6J 2N9, Canada",M6J
1340,CASUAL DINING,The Nilgiris,3.6,33,"Markham Road, Scarborough","3021 Markham Road, Unit 50, Scarborough",South Indian,25,43.829176,-79.2486831,"50-3021 Markham Rd, Scarborough, ON M1X 1L8, Canada",M1X
1341,CASUAL DINING,Sushi Itto,3.7,66,Newmarket,"16775 Yonge Street, Newmarket","Japanese, Sushi",45,44.0370666,-79.4754857,"16775 Yonge St, Newmarket, ON L3X 2P8, Canada",L3X
1342,CASUAL DINING,Airport Bukhara,3.6,57,"Airport Road, Mississauga","7166 Airport Road, Mississauga L4T 2H2",Indian,45,43.706867,-79.647283,"7166 Airport Rd, Mississauga, ON L4T 2H2, Canada",L4T
1343,CASUAL DINING,Biagio Ristorante,4.1,55,"King Street East, St. Lawrence","155 King Street East, Toronto",Italian,100,43.65018449999999,-79.3722562,"155 King St E, Toronto, ON M5C 1G9, Canada",M5C
1344,CASUAL DINING,Stonefire Bar & Grill,3.8,54,"Bathurst Street, Thornhill","8700 Bathurst Street, Unit 10, Thornhill",Italian,80,43.8345079,-79.4560612,"10-8700 Bathurst St, Thornhill, ON L4J 8V8, Canada",L4J
1345,CASUAL DINING,Mirto,3.7,48,"Toronto Street, St. Lawrence","25 Toronto Street, Toronto",Italian,65,43.650703,-79.37607779999999,"25 Toronto St, Toronto, ON M5C 2R1, Canada",M5C
1346,CASUAL DINING,The Indian Kitchen,4.0,53,"Yonge Street, Thornhill","7335 Yonge Street, Thornhill",Indian,45,43.8060073,-79.4210248,"7335 Yonge St, Thornhill, ON L3T 1P9, Canada",L3T
1347,BAR,Drums N Flats,3.7,51,"Avenue Road, North York","1980 Avenue Road, North York M5M 4A4","Bar Food, American",60,43.73511269999999,-79.4201862,"1980 Avenue Rd, North York, ON M5M 4A4, Canada",M5M
1348,CASUAL DINING,Koganei Japanese Seafood Restaurant,4.0,56,Woodbridge,3901 Hwy 7 West #103,"Sushi, Japanese, Asian",40,43.7874561,-79.5543292,"103-3901 Hwy 7, Woodbridge, ON L4L 8L5, Canada",L4L
1349,FINE DINING,Blacktree,4.4,43,"Guelph Line, Burlington","Roseland Plaza, 3029 New Street, Burlington","Italian, French, European",140,43.33983,-79.78556999999999,"3023 New St, Burlington, ON L7R 1K0, Canada",L7R
1350,CASUAL DINING,Mexitaco,3.6,63,"Bloor Street West, Christie Pits","1109 Victoria Park Avenue, East York M4B 2K4",Mexican,50,43.7086181,-79.29568330000001,"1109 Victoria Park Ave, Scarborough, ON M4B 2K2, Canada",M4B
1351,CASUAL DINING,Free Times Cafe,3.8,57,"College Street, Harbord Village","320 College Street, Toronto M5T 1S3","Jewish, Middle Eastern, Canadian",65,43.6576281,-79.40248679999999,"320 College St, Toronto, ON M5T 1S3, Canada",M5T
1352,CASUAL DINING,Very Fair Chinese Restaurant,3.6,29,"Sheppard Avenue East, Scarborough","4002 Sheppard Avenue East, Scarborough M1S 4R5","Dim Sum, Cantonese, Chinese, Asian",40,43.78373,-79.28770349999999,"4002 Sheppard Ave E, Scarborough, ON M1S 4R5, Canada",M1S
